brand_name,model_new,variant_name,seller_type_new,fuel_type,transmission_type_new,owner_type,body_type_new,Drive Type,model_year,km_driven,pu,mileage_new,Displacement,Max Power,Max Torque,seating_capacity_new,Length,Width,Height,Color
Maruti,Maruti Brezza,Maruti Brezza LXi,individual,petrol,automatic,second,suv,fwd,2025,21645,"1,089,185",18.24 kmpl,1462 cc,101.65 bhp,136.8 Nm,5,3995,1790,1685,Black
Tata,Tata Punch,Tata Punch Accomplished,dealer,petrol,automatic,first,suv,fwd,2025,15982,"537,854",16.34 kmpl,1199 cc,86.63 bhp,115 Nm,5,3827,1742,1615,Blue
Maruti,Maruti Grand Vitara,Maruti Grand Vitara Sigma,individual,petrol,automatic,first,suv,fwd,2026,6418,"1,345,527",16.97 kmpl,1462 cc,101.64 bhp,136.8 Nm,5,4345,1795,1645,Blue
Mahindra,Mahindra XUV700,Mahindra XUV700 MX,individual,petrol,automatic,first,suv,fwd,2026,4820,"2,140,889",21.09 kmpl,1997 cc,197.13 bhp,380 Nm,7,4695,1890,1755,Red
Hyundai,Hyundai Exter,Hyundai Exter S,dealer,petrol,manual,first,suv,fwd,2026,7880,"815,863",15.46 kmpl,1197 cc,81.80 bhp,113.8 Nm,5,3815,1710,1631,Silver
Mahindra,Mahindra XUV700,Mahindra XUV700 AX7L,dealer,petrol,manual,first,suv,fwd,2025,11618,"2,022,840",20.10 kmpl,1997 cc,197.13 bhp,380 Nm,7,4695,1890,1755,Blue
Tata,Tata Punch,Tata Punch Creative,dealer,petrol,manual,first,suv,fwd,2026,8601,"690,667",15.01 kmpl,1199 cc,86.63 bhp,115 Nm,5,3827,1742,1615,Black
Mahindra,Mahindra Scorpio-N,Mahindra Scorpio-N Z8,individual,diesel,manual,first,suv,fwd,2026,4919,"2,544,114",16.92 kmpl,2198 cc,172.45 bhp,400 Nm,7,4662,1917,1857,Blue
Hyundai,Hyundai Exter,Hyundai Exter S,individual,petrol,automatic,first,suv,fwd,2026,2138,"785,127",15.33 kmpl,1197 cc,81.80 bhp,113.8 Nm,5,3815,1710,1631,Black
Hyundai,Hyundai Exter,Hyundai Exter EX,dealer,petrol,manual,first,suv,fwd,2026,5256,"727,583",21.93 kmpl,1197 cc,81.80 bhp,113.8 Nm,5,3815,1710,1631,Silver
Mahindra,Mahindra XUV700,Mahindra XUV700 AX5,dealer,petrol,manual,first,suv,fwd,2026,3637,"2,172,859",15.44 kmpl,1997 cc,197.13 bhp,380 Nm,7,4695,1890,1755,Blue
Tata,Tata Nexon,Tata Nexon Creative,dealer,petrol,automatic,first,suv,fwd,2025,19203,"922,274",20.88 kmpl,1198 cc,118.27 bhp,170 Nm,5,3993,1811,1606,Black
Maruti,Maruti Fronx,Maruti Fronx Delta,individual,petrol,manual,first,suv,fwd,2026,3694,"962,519",21.60 kmpl,1197 cc,88.50 bhp,113 Nm,5,3995,1765,1550,Red
Hyundai,Hyundai Creta,Hyundai Creta E,dealer,petrol,manual,first,suv,fwd,2026,4107,"1,397,083",21.42 kmpl,1497 cc,113.18 bhp,143.8 Nm,5,4330,1790,1635,Black
Maruti,Maruti Brezza,Maruti Brezza ZXi+,individual,petrol,manual,first,suv,fwd,2026,1220,"1,184,086",15.38 kmpl,1462 cc,101.65 bhp,136.8 Nm,5,3995,1790,1685,Red
Mahindra,Mahindra Scorpio-N,Mahindra Scorpio-N Z8,dealer,diesel,manual,first,suv,fwd,2026,4095,"2,273,302",17.81 kmpl,2198 cc,172.45 bhp,400 Nm,7,4662,1917,1857,Red
Mahindra,Mahindra Thar,Mahindra Thar LX,individual,diesel,automatic,first,suv,fwd,2026,500,"1,834,687",17.69 kmpl,2184 cc,130 bhp,300 Nm,4,3985,1820,1844,Black
Toyota,Toyota Innova Hycross,Toyota Innova Hycross GX,dealer,petrol,automatic,first,muv,fwd,2026,1832,"2,622,728",18.18 kmpl,1987 cc,183.72 bhp,188 Nm,7,4755,1845,1795,Grey
Hyundai,Hyundai Creta,Hyundai Creta EX,dealer,petrol,manual,first,suv,fwd,2025,18802,"1,251,931",21.33 kmpl,1497 cc,113.18 bhp,143.8 Nm,5,4330,1790,1635,Red
Maruti,Maruti Grand Vitara,Maruti Grand Vitara Delta,dealer,petrol,manual,first,suv,fwd,2025,18929,"1,270,256",20.58 kmpl,1462 cc,101.64 bhp,136.8 Nm,5,4345,1795,1645,Grey
Hyundai,Hyundai Creta,Hyundai Creta SX (O),individual,petrol,manual,first,suv,fwd,2026,5850,"1,659,761",20.43 kmpl,1497 cc,113.18 bhp,143.8 Nm,5,4330,1790,1635,Silver
Maruti,Maruti Swift,Maruti Swift VXi,dealer,petrol,manual,first,hatchback,fwd,2025,10165,"699,799",15.40 kmpl,1197 cc,88.50 bhp,113 Nm,5,3845,1735,1530,Red
Kia,Kia Seltos,Kia Seltos HTK,individual,petrol,automatic,first,suv,fwd,2025,14761,"1,399,862",20.50 kmpl,1482 cc,157.81 bhp,253 Nm,5,4365,1800,1645,Blue
Maruti,Maruti Swift,Maruti Swift ZXi,dealer,petrol,manual,first,hatchback,fwd,2026,4992,"885,330",19.31 kmpl,1197 cc,88.50 bhp,113 Nm,5,3845,1735,1530,Black
Maruti,Maruti Brezza,Maruti Brezza VXi,individual,petrol,manual,first,suv,fwd,2025,9208,"1,010,677",21.44 kmpl,1462 cc,101.65 bhp,136.8 Nm,5,3995,1790,1685,Blue
Maruti,Maruti Fronx,Maruti Fronx Delta+,dealer,petrol,automatic,first,suv,fwd,2026,8006,"850,721",20.65 kmpl,1197 cc,88.50 bhp,113 Nm,5,3995,1765,1550,Black
Maruti,Maruti Fronx,Maruti Fronx Delta+,dealer,petrol,manual,first,suv,fwd,2026,6754,"961,358",15.21 kmpl,1197 cc,88.50 bhp,113 Nm,5,3995,1765,1550,White
Tata,Tata Safari,Tata Safari Smart,dealer,diesel,automatic,first,suv,fwd,2025,13895,"1,755,706",21.83 kmpl,1956 cc,167.62 bhp,350 Nm,7,4668,1922,1795,Grey
Tata,Tata Safari,Tata Safari Pure,dealer,diesel,automatic,first,suv,fwd,2025,15134,"1,780,987",16.25 kmpl,1956 cc,167.62 bhp,350 Nm,7,4668,1922,1795,Grey
Toyota,Toyota Innova Hycross,Toyota Innova Hycross GX,dealer,petrol,automatic,first,muv,fwd,2025,16041,"2,719,037",17.37 kmpl,1987 cc,183.72 bhp,188 Nm,7,4755,1845,1795,Black
Maruti,Maruti Fronx,Maruti Fronx Alpha,dealer,petrol,manual,first,suv,fwd,2025,4791,"786,884",21.17 kmpl,1197 cc,88.50 bhp,113 Nm,5,3995,1765,1550,White
Tata,Tata Nexon,Tata Nexon Fearless,individual,petrol,manual,first,suv,fwd,2025,13764,"1,014,317",19.86 kmpl,1198 cc,118.27 bhp,170 Nm,5,3993,1811,1606,Black
Mahindra,Mahindra Scorpio-N,Mahindra Scorpio-N Z8L,dealer,diesel,manual,first,suv,fwd,2025,11590,"2,009,418",17.06 kmpl,2198 cc,172.45 bhp,400 Nm,7,4662,1917,1857,Silver
Tata,Tata Punch,Tata Punch Creative,dealer,petrol,manual,first,suv,fwd,2026,2996,"635,749",16.46 kmpl,1199 cc,86.63 bhp,115 Nm,5,3827,1742,1615,White
Mahindra,Mahindra Thar,Mahindra Thar LX,dealer,diesel,manual,first,suv,fwd,2026,4437,"1,765,917",18.49 kmpl,2184 cc,130 bhp,300 Nm,4,3985,1820,1844,Black
Tata,Tata Safari,Tata Safari Accomplished,dealer,diesel,automatic,first,suv,fwd,2025,23988,"1,822,830",18.32 kmpl,1956 cc,167.62 bhp,350 Nm,7,4668,1922,1795,Blue
Toyota,Toyota Innova Hycross,Toyota Innova Hycross ZX (O),dealer,petrol,automatic,first,muv,fwd,2026,6281,"2,935,350",21.04 kmpl,1987 cc,183.72 bhp,188 Nm,7,4755,1845,1795,Black
Maruti,Maruti Fronx,Maruti Fronx Delta+,dealer,petrol,automatic,first,suv,fwd,2025,12144,"870,276",16.78 kmpl,1197 cc,88.50 bhp,113 Nm,5,3995,1765,1550,White
Maruti,Maruti Grand Vitara,Maruti Grand Vitara Zeta,dealer,petrol,manual,first,suv,fwd,2026,6145,"1,382,698",17.98 kmpl,1462 cc,101.64 bhp,136.8 Nm,5,4345,1795,1645,Black
Maruti,Maruti Ertiga,Maruti Ertiga VXi,dealer,petrol,manual,first,muv,fwd,2026,7798,"1,259,819",18.09 kmpl,1462 cc,101.65 bhp,136.8 Nm,7,4395,1735,1690,Grey
Mahindra,Mahindra Scorpio-N,Mahindra Scorpio-N Z8L,dealer,diesel,manual,first,suv,fwd,2025,19623,"2,387,452",19.51 kmpl,2198 cc,172.45 bhp,400 Nm,7,4662,1917,1857,Silver
Tata,Tata Nexon,Tata Nexon Creative,dealer,petrol,manual,first,suv,fwd,2025,15298,"908,864",16.75 kmpl,1198 cc,118.27 bhp,170 Nm,5,3993,1811,1606,Blue
Kia,Kia Seltos,Kia Seltos GTLine,individual,petrol,automatic,first,suv,fwd,2025,11765,"1,504,430",21.39 kmpl,1482 cc,157.81 bhp,253 Nm,5,4365,1800,1645,Grey
Maruti,Maruti Grand Vitara,Maruti Grand Vitara Sigma,dealer,petrol,manual,first,suv,fwd,2026,6396,"1,505,691",18.30 kmpl,1462 cc,101.64 bhp,136.8 Nm,5,4345,1795,1645,Red
Mahindra,Mahindra Thar,Mahindra Thar AX (O),dealer,diesel,automatic,first,suv,fwd,2026,5786,"1,834,989",18.32 kmpl,2184 cc,130 bhp,300 Nm,4,3985,1820,1844,Red
Hyundai,Hyundai Creta,Hyundai Creta E,dealer,petrol,manual,first,suv,fwd,2026,6790,"1,598,316",17.19 kmpl,1497 cc,113.18 bhp,143.8 Nm,5,4330,1790,1635,Silver
Maruti,Maruti Ertiga,Maruti Ertiga LXi,dealer,petrol,manual,first,muv,fwd,2026,6270,"1,234,511",17.62 kmpl,1462 cc,101.65 bhp,136.8 Nm,7,4395,1735,1690,Red
Kia,Kia Seltos,Kia Seltos HTX,dealer,petrol,automatic,first,suv,fwd,2025,20247,"1,573,129",17.38 kmpl,1482 cc,157.81 bhp,253 Nm,5,4365,1800,1645,Blue
Mahindra,Mahindra Thar,Mahindra Thar AX (O),dealer,diesel,manual,first,suv,fwd,2026,3929,"1,805,296",18.97 kmpl,2184 cc,130 bhp,300 Nm,4,3985,1820,1844,White
Toyota,Toyota Innova Hycross,Toyota Innova Hycross ZX (O),individual,petrol,manual,first,muv,fwd,2025,21586,"2,793,394",21.86 kmpl,1987 cc,183.72 bhp,188 Nm,7,4755,1845,1795,Black
Tata,Tata Nexon,Tata Nexon Fearless,dealer,petrol,manual,first,suv,fwd,2026,5395,"979,862",19.47 kmpl,1198 cc,118.27 bhp,170 Nm,5,3993,1811,1606,Grey
Tata,Tata Nexon,Tata Nexon Fearless,dealer,petrol,automatic,first,suv,fwd,2025,25376,"967,703",15.19 kmpl,1198 cc,118.27 bhp,170 Nm,5,3993,1811,1606,Black
Maruti,Maruti Grand Vitara,Maruti Grand Vitara Zeta,dealer,petrol,manual,first,suv,fwd,2025,11554,"1,221,731",18.63 kmpl,1462 cc,101.64 bhp,136.8 Nm,5,4345,1795,1645,Black
Maruti,Maruti Ertiga,Maruti Ertiga LXi,dealer,petrol,manual,second,muv,fwd,2025,23679,"979,783",17.72 kmpl,1462 cc,101.65 bhp,136.8 Nm,7,4395,1735,1690,Silver
Tata,Tata Safari,Tata Safari Pure,individual,diesel,automatic,first,suv,fwd,2026,5395,"2,010,478",19.23 kmpl,1956 cc,167.62 bhp,350 Nm,7,4668,1922,1795,Grey
Hyundai,Hyundai Creta,Hyundai Creta EX,dealer,petrol,manual,first,suv,fwd,2025,11742,"1,418,961",18.12 kmpl,1497 cc,113.18 bhp,143.8 Nm,5,4330,1790,1635,Red
Mahindra,Mahindra Thar,Mahindra Thar LX,dealer,diesel,manual,first,suv,fwd,2025,12580,"1,477,640",19.03 kmpl,2184 cc,130 bhp,300 Nm,4,3985,1820,1844,Grey
Mahindra,Mahindra Scorpio-N,Mahindra Scorpio-N Z6,dealer,diesel,automatic,first,suv,fwd,2026,4359,"2,448,415",17.74 kmpl,2198 cc,172.45 bhp,400 Nm,7,4662,1917,1857,Silver
Maruti,Maruti Ertiga,Maruti Ertiga VXi,dealer,petrol,manual,first,muv,fwd,2025,17120,"1,147,492",19.89 kmpl,1462 cc,101.65 bhp,136.8 Nm,7,4395,1735,1690,Blue
Tata,Tata Punch,Tata Punch Accomplished,dealer,petrol,automatic,first,suv,fwd,2025,17614,"639,094",19.67 kmpl,1199 cc,86.63 bhp,115 Nm,5,3827,1742,1615,Blue
Mahindra,Mahindra XUV700,Mahindra XUV700 MX,dealer,petrol,automatic,first,suv,fwd,2026,3852,"2,569,149",21.97 kmpl,1997 cc,197.13 bhp,380 Nm,7,4695,1890,1755,White
Mahindra,Mahindra Thar,Mahindra Thar LX,dealer,diesel,manual,first,suv,fwd,2025,14878,"1,611,560",16.45 kmpl,2184 cc,130 bhp,300 Nm,4,3985,1820,1844,White
Tata,Tata Nexon,Tata Nexon Fearless,dealer,petrol,manual,first,suv,fwd,2026,9284,"1,081,705",20.99 kmpl,1198 cc,118.27 bhp,170 Nm,5,3993,1811,1606,Black
Tata,Tata Punch,Tata Punch Creative,individual,petrol,manual,first,suv,fwd,2025,23637,"549,147",18.39 kmpl,1199 cc,86.63 bhp,115 Nm,5,3827,1742,1615,Red
Mahindra,Mahindra Scorpio-N,Mahindra Scorpio-N Z4,dealer,diesel,automatic,first,suv,fwd,2025,17181,"2,408,908",16.19 kmpl,2198 cc,172.45 bhp,400 Nm,7,4662,1917,1857,White
Tata,Tata Safari,Tata Safari Smart,dealer,diesel,manual,first,suv,fwd,2025,15190,"1,882,960",19.74 kmpl,1956 cc,167.62 bhp,350 Nm,7,4668,1922,1795,Grey
Tata,Tata Safari,Tata Safari Smart,dealer,diesel,manual,first,suv,fwd,2025,15600,"1,695,882",20.86 kmpl,1956 cc,167.62 bhp,350 Nm,7,4668,1922,1795,Blue
Mahindra,Mahindra Scorpio-N,Mahindra Scorpio-N Z2,dealer,diesel,manual,first,suv,fwd,2026,6227,"2,666,122",19.19 kmpl,2198 cc,172.45 bhp,400 Nm,7,4662,1917,1857,White
Mahindra,Mahindra Thar,Mahindra Thar AX (O),dealer,diesel,automatic,first,suv,fwd,2025,9886,"1,438,731",15.64 kmpl,2184 cc,130 bhp,300 Nm,4,3985,1820,1844,White
Maruti,Maruti Brezza,Maruti Brezza LXi,dealer,petrol,automatic,first,suv,fwd,2026,4485,"1,181,030",20.58 kmpl,1462 cc,101.65 bhp,136.8 Nm,5,3995,1790,1685,Blue
Tata,Tata Safari,Tata Safari Adventure,dealer,diesel,automatic,first,suv,fwd,2026,1662,"1,899,397",18.93 kmpl,1956 cc,167.62 bhp,350 Nm,7,4668,1922,1795,Silver
Hyundai,Hyundai Creta,Hyundai Creta EX,individual,petrol,manual,first,suv,fwd,2025,16996,"1,371,343",15.74 kmpl,1497 cc,113.18 bhp,143.8 Nm,5,4330,1790,1635,White
Maruti,Maruti Ertiga,Maruti Ertiga ZXi,dealer,petrol,manual,first,muv,fwd,2026,6294,"1,071,595",19.55 kmpl,1462 cc,101.65 bhp,136.8 Nm,7,4395,1735,1690,Grey
Tata,Tata Punch,Tata Punch Pure,dealer,petrol,manual,first,suv,fwd,2025,12584,"561,508",19.99 kmpl,1199 cc,86.63 bhp,115 Nm,5,3827,1742,1615,Red
Tata,Tata Safari,Tata Safari Accomplished,dealer,diesel,automatic,second,suv,fwd,2025,22869,"1,718,434",19.75 kmpl,1956 cc,167.62 bhp,350 Nm,7,4668,1922,1795,Blue
Tata,Tata Safari,Tata Safari Accomplished,individual,diesel,manual,first,suv,fwd,2025,8871,"1,920,622",15.47 kmpl,1956 cc,167.62 bhp,350 Nm,7,4668,1922,1795,Red
Maruti,Maruti Swift,Maruti Swift LXi,dealer,petrol,manual,first,hatchback,fwd,2025,7678,"742,815",16.63 kmpl,1197 cc,88.50 bhp,113 Nm,5,3845,1735,1530,White
Maruti,Maruti Grand Vitara,Maruti Grand Vitara Delta,dealer,petrol,manual,first,suv,fwd,2025,16122,"1,256,766",17.62 kmpl,1462 cc,101.64 bhp,136.8 Nm,5,4345,1795,1645,Silver
Maruti,Maruti Ertiga,Maruti Ertiga ZXi+,individual,petrol,manual,first,muv,fwd,2025,20235,"964,305",20.17 kmpl,1462 cc,101.65 bhp,136.8 Nm,7,4395,1735,1690,Grey
Maruti,Maruti Brezza,Maruti Brezza ZXi,dealer,petrol,automatic,first,suv,fwd,2026,8367,"1,199,392",20.25 kmpl,1462 cc,101.65 bhp,136.8 Nm,5,3995,1790,1685,Silver
Kia,Kia Seltos,Kia Seltos HTK,dealer,petrol,manual,first,suv,fwd,2026,4082,"1,564,201",20.61 kmpl,1482 cc,157.81 bhp,253 Nm,5,4365,1800,1645,Blue
Mahindra,Mahindra XUV700,Mahindra XUV700 MX,dealer,petrol,manual,first,suv,fwd,2025,20393,"2,283,399",15.45 kmpl,1997 cc,197.13 bhp,380 Nm,7,4695,1890,1755,Silver
Tata,Tata Punch,Tata Punch Adventure,dealer,petrol,manual,first,suv,fwd,2026,4922,"617,323",16.65 kmpl,1199 cc,86.63 bhp,115 Nm,5,3827,1742,1615,White
Maruti,Maruti Ertiga,Maruti Ertiga VXi,dealer,petrol,manual,first,muv,fwd,2026,4654,"1,142,722",19.24 kmpl,1462 cc,101.65 bhp,136.8 Nm,7,4395,1735,1690,Grey
Maruti,Maruti Grand Vitara,Maruti Grand Vitara Alpha,dealer,petrol,automatic,first,suv,fwd,2026,6767,"1,558,301",15.56 kmpl,1462 cc,101.64 bhp,136.8 Nm,5,4345,1795,1645,Grey
Maruti,Maruti Ertiga,Maruti Ertiga ZXi+,dealer,petrol,automatic,first,muv,fwd,2025,18261,"1,056,276",20.32 kmpl,1462 cc,101.65 bhp,136.8 Nm,7,4395,1735,1690,Black
Tata,Tata Punch,Tata Punch Accomplished,dealer,petrol,automatic,first,suv,fwd,2026,1847,"655,343",19.17 kmpl,1199 cc,86.63 bhp,115 Nm,5,3827,1742,1615,Silver
Hyundai,Hyundai Exter,Hyundai Exter SX (O),dealer,petrol,manual,first,suv,fwd,2026,7953,"768,302",18.93 kmpl,1197 cc,81.80 bhp,113.8 Nm,5,3815,1710,1631,Black
Tata,Tata Nexon,Tata Nexon Smart,dealer,petrol,automatic,first,suv,fwd,2025,21900,"975,179",15.09 kmpl,1198 cc,118.27 bhp,170 Nm,5,3993,1811,1606,Blue
Maruti,Maruti Brezza,Maruti Brezza ZXi,individual,petrol,automatic,first,suv,fwd,2026,3748,"1,237,057",17.69 kmpl,1462 cc,101.65 bhp,136.8 Nm,5,3995,1790,1685,Grey
Mahindra,Mahindra Scorpio-N,Mahindra Scorpio-N Z2,individual,diesel,automatic,first,suv,fwd,2026,5791,"2,258,189",17.69 kmpl,2198 cc,172.45 bhp,400 Nm,7,4662,1917,1857,Red
Tata,Tata Safari,Tata Safari Adventure,dealer,diesel,automatic,first,suv,fwd,2025,17470,"1,846,175",18.57 kmpl,1956 cc,167.62 bhp,350 Nm,7,4668,1922,1795,Blue
Maruti,Maruti Brezza,Maruti Brezza VXi,individual,petrol,automatic,first,suv,fwd,2026,5521,"1,174,406",18.34 kmpl,1462 cc,101.65 bhp,136.8 Nm,5,3995,1790,1685,Grey
Mahindra,Mahindra Scorpio-N,Mahindra Scorpio-N Z8L,dealer,diesel,manual,first,suv,fwd,2026,3899,"2,236,958",18.19 kmpl,2198 cc,172.45 bhp,400 Nm,7,4662,1917,1857,Blue
Tata,Tata Safari,Tata Safari Smart,individual,diesel,automatic,first,suv,fwd,2025,11641,"1,908,203",15.82 kmpl,1956 cc,167.62 bhp,350 Nm,7,4668,1922,1795,Blue
Toyota,Toyota Innova Hycross,Toyota Innova Hycross VX,individual,petrol,manual,first,muv,fwd,2025,14872,"2,655,095",21.13 kmpl,1987 cc,183.72 bhp,188 Nm,7,4755,1845,1795,Black
Maruti,Maruti Grand Vitara,Maruti Grand Vitara Zeta,dealer,petrol,automatic,first,suv,fwd,2026,7345,"1,425,184",20.14 kmpl,1462 cc,101.64 bhp,136.8 Nm,5,4345,1795,1645,Blue
Kia,Kia Seltos,Kia Seltos HTK,individual,petrol,manual,first,suv,fwd,2025,17718,"1,484,356",16.88 kmpl,1482 cc,157.81 bhp,253 Nm,5,4365,1800,1645,Blue
Maruti,Maruti Ertiga,Maruti Ertiga LXi,dealer,petrol,manual,first,muv,fwd,2026,4258,"1,070,274",15.49 kmpl,1462 cc,101.65 bhp,136.8 Nm,7,4395,1735,1690,Blue
Maruti,Maruti Ertiga,Maruti Ertiga ZXi,dealer,petrol,manual,first,muv,fwd,2026,6543,"1,224,198",16.30 kmpl,1462 cc,101.65 bhp,136.8 Nm,7,4395,1735,1690,Silver
Maruti,Maruti Fronx,Maruti Fronx Delta,dealer,petrol,manual,first,suv,fwd,2026,500,"902,971",16.30 kmpl,1197 cc,88.50 bhp,113 Nm,5,3995,1765,1550,White
Mahindra,Mahindra XUV700,Mahindra XUV700 AX7,dealer,petrol,automatic,second,suv,fwd,2025,20743,"2,235,144",18.09 kmpl,1997 cc,197.13 bhp,380 Nm,7,4695,1890,1755,White
Kia,Kia Seltos,Kia Seltos HTE,dealer,petrol,manual,first,suv,fwd,2026,1520,"1,479,278",17.40 kmpl,1482 cc,157.81 bhp,253 Nm,5,4365,1800,1645,Red
Maruti,Maruti Fronx,Maruti Fronx Sigma,dealer,petrol,manual,first,suv,fwd,2026,4275,"933,691",19.66 kmpl,1197 cc,88.50 bhp,113 Nm,5,3995,1765,1550,White
Tata,Tata Nexon,Tata Nexon Creative,dealer,petrol,manual,first,suv,fwd,2025,9401,"989,564",21.52 kmpl,1198 cc,118.27 bhp,170 Nm,5,3993,1811,1606,Grey
Hyundai,Hyundai Creta,Hyundai Creta EX,individual,petrol,automatic,first,suv,fwd,2026,2410,"1,480,718",21.59 kmpl,1497 cc,113.18 bhp,143.8 Nm,5,4330,1790,1635,Blue
Maruti,Maruti Ertiga,Maruti Ertiga LXi,dealer,petrol,manual,first,muv,fwd,2025,20804,"968,413",15.02 kmpl,1462 cc,101.65 bhp,136.8 Nm,7,4395,1735,1690,Black
Mahindra,Mahindra XUV700,Mahindra XUV700 AX7L,dealer,petrol,manual,first,suv,fwd,2026,4064,"2,576,892",16.96 kmpl,1997 cc,197.13 bhp,380 Nm,7,4695,1890,1755,Blue
Mahindra,Mahindra Thar,Mahindra Thar LX,dealer,diesel,automatic,first,suv,fwd,2026,5693,"1,665,003",18.60 kmpl,2184 cc,130 bhp,300 Nm,4,3985,1820,1844,Blue
Maruti,Maruti Fronx,Maruti Fronx Delta+,individual,petrol,manual,second,suv,fwd,2025,14765,"829,798",21.11 kmpl,1197 cc,88.50 bhp,113 Nm,5,3995,1765,1550,Blue
Maruti,Maruti Brezza,Maruti Brezza LXi,dealer,petrol,automatic,first,suv,fwd,2026,5954,"1,079,251",17.44 kmpl,1462 cc,101.65 bhp,136.8 Nm,5,3995,1790,1685,Black
Mahindra,Mahindra Scorpio-N,Mahindra Scorpio-N Z4,dealer,diesel,manual,first,suv,fwd,2026,5153,"2,670,170",19.98 kmpl,2198 cc,172.45 bhp,400 Nm,7,4662,1917,1857,Red
Toyota,Toyota Innova Hycross,Toyota Innova Hycross GX,dealer,petrol,manual,first,muv,fwd,2026,2434,"3,053,377",17.11 kmpl,1987 cc,183.72 bhp,188 Nm,7,4755,1845,1795,Blue
Hyundai,Hyundai Exter,Hyundai Exter SX (O),individual,petrol,automatic,first,suv,fwd,2026,6992,"802,138",19.64 kmpl,1197 cc,81.80 bhp,113.8 Nm,5,3815,1710,1631,Silver
Maruti,Maruti Fronx,Maruti Fronx Zeta,dealer,petrol,manual,first,suv,fwd,2025,12531,"848,400",21.95 kmpl,1197 cc,88.50 bhp,113 Nm,5,3995,1765,1550,Grey
Toyota,Toyota Innova Hycross,Toyota Innova Hycross GX,dealer,petrol,automatic,second,muv,fwd,2025,7217,"2,437,982",19.66 kmpl,1987 cc,183.72 bhp,188 Nm,7,4755,1845,1795,Blue
Mahindra,Mahindra XUV700,Mahindra XUV700 AX7L,dealer,petrol,manual,first,suv,fwd,2026,4143,"2,515,381",20.36 kmpl,1997 cc,197.13 bhp,380 Nm,7,4695,1890,1755,Red
Tata,Tata Nexon,Tata Nexon Fearless,dealer,petrol,automatic,first,suv,fwd,2026,8001,"1,019,295",19.58 kmpl,1198 cc,118.27 bhp,170 Nm,5,3993,1811,1606,Red
Kia,Kia Seltos,Kia Seltos HTE,dealer,petrol,manual,first,suv,fwd,2026,6700,"1,528,877",15.62 kmpl,1482 cc,157.81 bhp,253 Nm,5,4365,1800,1645,Blue
Hyundai,Hyundai Creta,Hyundai Creta S,dealer,petrol,manual,first,suv,fwd,2026,4302,"1,594,363",21.68 kmpl,1497 cc,113.18 bhp,143.8 Nm,5,4330,1790,1635,Red
Mahindra,Mahindra XUV700,Mahindra XUV700 AX7,dealer,petrol,automatic,first,suv,fwd,2025,13253,"1,938,801",17.24 kmpl,1997 cc,197.13 bhp,380 Nm,7,4695,1890,1755,Blue
Toyota,Toyota Innova Hycross,Toyota Innova Hycross ZX (O),dealer,petrol,manual,first,muv,fwd,2026,4356,"2,861,258",15.06 kmpl,1987 cc,183.72 bhp,188 Nm,7,4755,1845,1795,Black
Maruti,Maruti Brezza,Maruti Brezza ZXi+,individual,petrol,manual,first,suv,fwd,2025,25383,"1,110,349",16.03 kmpl,1462 cc,101.65 bhp,136.8 Nm,5,3995,1790,1685,Blue
Mahindra,Mahindra Scorpio-N,Mahindra Scorpio-N Z8L,dealer,diesel,manual,first,suv,fwd,2026,5763,"2,631,909",21.93 kmpl,2198 cc,172.45 bhp,400 Nm,7,4662,1917,1857,White
Maruti,Maruti Grand Vitara,Maruti Grand Vitara Alpha,dealer,petrol,automatic,first,suv,fwd,2026,5860,"1,483,858",17.04 kmpl,1462 cc,101.64 bhp,136.8 Nm,5,4345,1795,1645,Black
Tata,Tata Punch,Tata Punch Adventure,individual,petrol,manual,first,suv,fwd,2026,7060,"642,808",19.90 kmpl,1199 cc,86.63 bhp,115 Nm,5,3827,1742,1615,White
Toyota,Toyota Innova Hycross,Toyota Innova Hycross VX,dealer,petrol,manual,first,muv,fwd,2026,5477,"2,667,041",21.94 kmpl,1987 cc,183.72 bhp,188 Nm,7,4755,1845,1795,Red
Maruti,Maruti Ertiga,Maruti Ertiga ZXi+,individual,petrol,automatic,first,muv,fwd,2025,13704,"1,100,303",15.50 kmpl,1462 cc,101.65 bhp,136.8 Nm,7,4395,1735,1690,Grey
Mahindra,Mahindra XUV700,Mahindra XUV700 AX5,dealer,petrol,manual,first,suv,fwd,2026,4607,"2,470,526",20.27 kmpl,1997 cc,197.13 bhp,380 Nm,7,4695,1890,1755,Red
Kia,Kia Seltos,Kia Seltos HTK,dealer,petrol,manual,first,suv,fwd,2026,4856,"1,727,988",19.04 kmpl,1482 cc,157.81 bhp,253 Nm,5,4365,1800,1645,Black
Mahindra,Mahindra XUV700,Mahindra XUV700 AX3,dealer,petrol,automatic,first,suv,fwd,2026,4925,"2,563,678",20.15 kmpl,1997 cc,197.13 bhp,380 Nm,7,4695,1890,1755,White
Maruti,Maruti Brezza,Maruti Brezza VXi,dealer,petrol,automatic,first,suv,fwd,2026,6455,"1,157,255",17.64 kmpl,1462 cc,101.65 bhp,136.8 Nm,5,3995,1790,1685,Black
Mahindra,Mahindra Scorpio-N,Mahindra Scorpio-N Z4,dealer,diesel,automatic,first,suv,fwd,2026,5103,"2,680,436",21.62 kmpl,2198 cc,172.45 bhp,400 Nm,7,4662,1917,1857,White
